ID,Name,Works_for,Work_History,Founder,Country,City,Gender,Main Category,Subcategory,Role,Community,PhD,PhD Type,PhD of,LinkedIn,h-index,Associated With,Other companies founded,Still_Active_in_Prev_Co,Prev. Co-founders,Senior_Role_Big_Tech,Highly_Cited_Professor,Career-long Citations,Specialisation,Other Notable Facts
P3381,Andrew Graham,Quantum Detectors Ltd.,,,United Kingdom,London,,,,Chair,,,,,https://www.linkedin.com/in/andrewmgraham/,,,,,,,,,,
P3382,Paul Affelder,Quantum Immobilien AG,,,Germany,Hamburg,,,,Client Relations Manager,,,,,https://www.linkedin.com/in/paulaffelder/,,,,,,,,,,
P3383,Alexander Jantzen,Aquark Technologies,,,United Kingdom,Romsey,,,,Co-Founder / COO,,,,,https://www.linkedin.com/in/alexander-jantzen/,,,,,,,,,,
P3384,Daniela Jesus,Quantum Engenharia,,,Brazil,Santa Catarina,,,,Gerente de Recursos Humanos,,,,,https://www.linkedin.com/in/daniela-jesus-44b143b2/,,,,,,,,,,
P3385,Gaïane D'Haucourt,Quantum,,,France,Paris,,,,Regional Sales Manager,,,,,https://www.linkedin.com/in/gaïane-d-haucourt-0134b2a/,,,,,,,,,,
P3386,Jonathan Baier,"Cyberify, LLC",,,Japan,Tokyo,,,,Co-Founder - AI Architecture and Engineering (共同創設者 - AIアーキテクチャ・エンジニアリング),,,,,https://www.linkedin.com/in/jonathanbaier/,,,,,,,,,,
P3387,AJ Shurts,"The Quantum Group, USA, LLC",,,United States,Scottsdale,,,,Director of Distribution,,,,,https://www.linkedin.com/in/aj-shurts-040a2718a/,,,,,,,,,,
P3388,Stephanie Smith,Quantum Recruiters Inc,,,United States,Eugene,,,,Owner,,,,,https://www.linkedin.com/in/stephanie-smith-030a587/,,,,,,,,,,
P3389,Omar Iqbal (FIET FRAeS CEng CSEP Cantab),Lumino Technologies,,,United Kingdom,Petersfield,,,,Founder | CEO | CTO,,,,,https://www.linkedin.com/in/omar-iqbal/,,,,,,,,,,
P3390,Mourad BEJI,Pasqal,,,France,France,,,,Chief Software Officer,,,,,https://www.linkedin.com/in/mourad-beji-92370844/,,,,,,,,,,
P3391,Alfredo Massa,QuantumNet,,,Italy,Naples,,,,Quantum Computing Scientist,,,,,https://www.linkedin.com/in/alfredo-massa/,,,,,,,,,,
P3392,Ed Dowling,Quantum Research International,,,United States,Huntsville-Decatur-Albertville Area,,,,Senior Advisor,,,,,https://www.linkedin.com/in/ed-dowling-19955a2/,,,,,,,,,,
P3393,Tal David,Quantum Art,,,Israel,Tel Aviv-Yafo,,,,Chief Executive Officer,,,,,https://www.linkedin.com/in/tal-david-5340b423a/,,,,,,,,,,
P3394,Mubarik Ibrahim,Kipu Quantum,,,Germany,Berlin,,,,Building Scalable IT Landscape,,,,,https://www.linkedin.com/in/mubarik-ibrahim/,,,,,,,,,,
P3395,Abebu Ademe Bayleyegn,Technische Universität Dresden,,,Germany,Dresden,,,,PHD Researcher,,,,,https://www.linkedin.com/in/abebu-ademe-bayleyegn-799a55179/,,,,,,,,,,
P3396,Greg Golkov,D-Wave,,,United States,New York,,,,"SVP, Finance",,,,,https://www.linkedin.com/in/greg-golkov-6227297/,,,,,,,,,,
P3397,Mihaela Burcea,Terra Quantum AG,,,United Kingdom,London,,,,Head of Marketing,,,,,https://www.linkedin.com/in/mihaela-burcea-5121ba48/,,,,,,,,,,
P3398,Marko von der Leyen,Quantum Dice,,,United Kingdom,Oxford,,,,Co-founder and CTO,,,,,https://www.linkedin.com/in/markovonderleyen/,,,,,,,,,,
P3399,Daniel Kneifel,Quantum Systems,,,Germany,Ingolstadt,,,,Software @ Quantum System,,,,,https://www.linkedin.com/in/daniel-kneifel-267ba792/,,,,,,,,,,
P3400,Fallen Nachalwe,First Quantum Minerals,,,Zambia,Solwezi,,,,Heavy Equipment Repair,,,,,https://www.linkedin.com/in/fallen-nachalwe-43517617b/,,,,,,,,,,
P3401,Matthias Rosenkranz,Quantinuum,,,United Kingdom,Cambridge,,,,Principal Manager R&D,,,,,https://www.linkedin.com/in/matthiasrosenkranz/,,,,,,,,,,
P3402,Hema Kak Kalsi,SandboxAQ,,,United States,Santa Clara,,,,Engineering Leader (Google X Moonshot),,,,,https://www.linkedin.com/in/hemakalsi/,,,,,,,,,,
P3403,Maria Maragkou,Riverlane,,,United Kingdom,Cambridge,,,,VP Commercial,,,,,https://www.linkedin.com/in/mmaragkoy/,,,,,,,,,,
P3404,Smit Chaudhary,Pasqal,,,Netherlands,Rotterdam,,,,Quantum Algorithms Developer,,,,,https://www.linkedin.com/in/smit-chaudhary/,,,,,,,,,,
P3405,Mohamedou Talhatta,First Quantum Minerals,,,Mauritania,Akjoujt,,,,Maintenance Superintendent,,,,,https://www.linkedin.com/in/mohamedou-talhatta-85157585/,,,,,,,,,,
P3406,David Kettle,Arqit,,,United Kingdom,United Kingdom,,,,VP Telco sales,,,,,https://www.linkedin.com/in/david-kettle-9b02712/,,,,,,,,,,
P3407,Phil Howe,CBBG Group Construction Expert Services - A Vertex Company,,,Qatar,Doha,,,,Senior Managing Director,,,,,https://www.linkedin.com/in/phil-howe-37091416/,,,,,,,,,,
P3408,Karen Curro,Quantum Health,,,United States,Bloomfield,,,,"Vice President, National Accounts",,,,,https://www.linkedin.com/in/karen-curro-31b3146/,,,,,,,,,,
P3409,Hussain Zaidi,QC82,,,United States,College Park,,,,"Co-Founder, President and CEO",,,,,https://www.linkedin.com/in/hazaidi/,,,,,,,,,,
P3410,Srini Murty,D-Wave,,,United States,Dallas,,,,"Client Partner, Quantum Optimization Solutions",,,,,https://www.linkedin.com/in/srini-murty/,,,,,,,,,,
P3411,Jean-Loup Ville,Alice & Bob,,,Paris et périphérie,Paris et périphérie,,,,Quantum Physicist,,,,,https://www.linkedin.com/in/jean-loup-ville-46152616b/,,,,,,,,,,
P3412,Kaushal Sorathiya,Quantum Data Engines,,,India,Mumbai,,,,Senior Software Engineer,,,,,https://www.linkedin.com/in/kaushal-sorathiya-9a09b3212/,,,,,,,,,,
P3413,Colin Stewart,Quantum Consultancy,,,United Kingdom,Glasgow,,,,"Co-Founder & Director, Consulting",,,,,https://www.linkedin.com/in/cdstewart91/,,,,,,,,,,
P3414,Jack deGooyer,Institute for Quantum Computing,,,Canada,Halifax,,,,,,,,,https://www.linkedin.com/in/jackdegooyer/,,,,,,,,,,
P3415,Catherine Simondi,ID Quantique,,,Switzerland,Carouge,,,,VP Marketing & Communications,,,,,https://www.linkedin.com/in/catherine-simondi/,,,,,,,,,,
P3416,Gillie Jopling,Quantum Pharmaceutical Ltd,,,United Kingdom,United Kingdom,,,,Group Recruitment Manager,,,,,https://www.linkedin.com/in/gillie-jopling-245671a1/,,,,,,,,,,
P3417,Jill Heng,Quantum Quatro,,,Cambodia,Cambodia,,,,Chief Executive Officer,,,,,https://www.linkedin.com/in/jillheng/,,,,,,,,,,
P3418,Swapnil Joshi,Intento Associates,,,India,Mumbai,,,,Founder and Principal Consultant,,,,,https://www.linkedin.com/in/swapnilnjoshi/,,,,,,,,,,
P3419,"Nathan J Weaver, MSEE, MBA",Keysight Technologies,,,United States,Louisville,,,,B2B Territory Sales Manager,,,,,https://www.linkedin.com/in/nathanjweaver1/,,,,,,,,,,
P3420,Eder Guerrero,Abyara Quantum,,,Brazil,Vitória Brasil,,,,Coordenador de vendas,,,,,https://www.linkedin.com/in/eder-guerrero-822b21105/,,,,,,,,,,
P3421,Bauke van Rhijn,Qblox,,,United States,Boston,,,,Chief Financial Officer,,,,,https://www.linkedin.com/in/bauke-van-rhijn-19779b25/,,,,,,,,,,
P3422,David Gendell,Quantum Sails,,,United States,Annapolis,,,,Chief Commercial Officer,,,,,https://www.linkedin.com/in/david-gendell-6370186/,,,,,,,,,,
P3423,Gonzalo Guzmán Flores García,Quantum Brand Builders,,,Spain,Madrid,,,,Fundador y CEO,,,,,https://www.linkedin.com/in/gonzaloguzmanfg/,,,,,,,,,,
P3424,Gary Matchinsky,BLEND4,,,United States,Tempe,,,,Partner,,,,,https://www.linkedin.com/in/garymatchinsky/,,,,,,,,,,
P3425,Sauli Sinisalo,Bluefors,,,United States,Brooklyn,,,,Vice President & General Manager,,,,,https://www.linkedin.com/in/saulisinisalo/,,,,,,,,,,
P3426,Derek L.,Boyne Consult,,,Saudi Arabia,Saudi Arabia,,,,Director,,,,,https://www.linkedin.com/in/derek-lowth-44a22b1b/,,,,,,,,,,
P3427,Keith ODonnell,Feynic Technology,,,United Kingdom,Glasgow,,,,Managing Director,,,,,https://www.linkedin.com/in/keithjodonnell/,,,,,,,,,,
P3428,Meng LI,Thales,,,China,Beijing,,,,Talent Acquisition Partner,,,,,https://www.linkedin.com/in/meng-li-21305086/,,,,,,,,,,
P3429,Michael Kruger,Technology Innovation Institute,,,United Arab Emirates,Abu Dhabi Emirate,,,,Talent Acquisition Consultant,,,,,https://www.linkedin.com/in/michael-kruger-a9ab69207/,,,,,,,,,,
P3430,Shridhar Iyer,Quantum Phinance,,,India,Mumbai,,,,CEO,,,,,https://www.linkedin.com/in/shridhar-iyer-b7775020/,,,,,,,,,,
P3431,Lois Todd,Alchemy Strategy Group,,,United States,Denver,,,,Founder and CEO,,,,,https://www.linkedin.com/in/lois-todd-01636b1/,,,,,,,,,,
P3432,Freddy Herrera Cueva,Center for Quantum Networks,,,United States,College Park,,,,Photonic Quantum Systems Researcher,,,,,https://www.linkedin.com/in/fredyhc2001/,,,,,,,,,,
P3433,"Alan V. Gutnov, MBA",Gopher Security,,,United States,Chicago,,,,Director of Strategy,,,,,https://www.linkedin.com/in/alan-v-gutnov-mbac/,,,,,,,,,,
P3434,William McKenzie,Quantum Capital Group,,,United States,Houston,,,,Chief Digital Architect,,,,,https://www.linkedin.com/in/williammckenzie/,,,,,,,,,,
P3435,Monica Himanshu Vaidya,eQspanse Next-Gen Technologies,,,India,Pune,,,,Founder and Managing Director,,,,,https://www.linkedin.com/in/monica-himanshu-vaidya-173580223/,,,,,,,,,,
P3436,Modesto (Mo) Casas,Silicon Catalyst,,,United States,New York,,,,Advisor,,,,,https://www.linkedin.com/in/mocasas/,,,,,,,,,,
P3437,Shailesh Konda,PsiQuantum,,,United States,Palo Alto,,,,Sr Optical Packaging Process Engineer,,,,,https://www.linkedin.com/in/shailesh-konda/,,,,,,,,,,
P3438,Leon Brown,Quantinuum,,,United States,San Francisco,,,,Senior Product Marketing Manager,,,,,https://www.linkedin.com/in/leonbrown/,,,,,,,,,,
P3439,Kerry Wisnosky,Quantum Space,,,United States,Washington DC,,,,Co-Founder/ CEO,,,,,https://www.linkedin.com/in/kerry-wisnosky-798583173/,,,,,,,,,,
P3440,Sanjive Agarwala,EuQlid,,,United States,Plano,,,,Co-Founder and CEO,,,,,https://www.linkedin.com/in/sanjive-agarwala-a4212b4/,,,,,,,,,,
P3441,Russo Jossy,Quranium,,,India,Mumbai,,,,Sr. Graphic & UI UX Designer,,,,,https://www.linkedin.com/in/russojossy939/,,,,,,,,,,
P3442,Lourde W.,Infiltron Software Suite,,,United States,Atlanta,,,,Emeritus of Innovation and Strategic Growth,,,,,https://www.linkedin.com/in/infiltronsoftwaresuite/,,,,,,,,,,
P3443,Karan Singh,Quantum Integrators,,,United States,United States,,,,Sales Executive,,,,,https://www.linkedin.com/in/karan-singh-b639a1252/,,,,,,,,,,
P3444,Ganesh Ramamoorthy,Q-CTRL,,,United States,Sammamish,,,,"Vice President of Sales, BD & Marketing",,,,,https://www.linkedin.com/in/ganesh-ramamoorthy-130394/,,,,,,,,,,
P3445,Yaduvendra Yadav,Quranium,,,India,India,,,,Co-founder & Chief Technology Officer,,,,,https://www.linkedin.com/in/yaduvendra-yadav-40ab4b101/,,,,,,,,,,
P3446,Kristine Boone,Photonic Inc.,,,Canada,Calgary,,,,Quantum Technology Communications Manager,,,,,https://www.linkedin.com/in/kristine-boone-quantum/,,,,,,,,,,
P3447,Francesca Tosto,IQM Quantum Computers,,,Finland,Finland,,,,Senior Quantum Engineer,,,,,https://www.linkedin.com/in/franci-tosto/,,,,,,,,,,
P3448,Joe Kuriakose,QNu Labs,,,India,Chennai,,,,AVP - Sales,,,,,https://www.linkedin.com/in/joe-kuriakose-2708/,,,,,,,,,,
P3449,Abdul Fatah Jamro,QuantumBeads,,,Ireland,Galway,,,,,,,,,https://www.linkedin.com/in/abdul-fatah-jamro-a9101823/,,,,,,,,,,
P3450,Amir Ebrahimi,Photonic Inc.,,,United States,Bellingham Metropolitan Area,,,,Staff Quantum Software Engineer,,,,,https://www.linkedin.com/in/amir-ebrahimi-6596551/,,,,,,,,,,
P3451,Maduna Mbongeleni,Quantum Foods Holdings Limited,,,South Africa,Paarl,,,,Hatchery Manager,,,,,https://www.linkedin.com/in/maduna-mbongeleni-367681147/,,,,,,,,,,
P3452,Ciaran Boyle,First Quantum Minerals,,,United Kingdom,London,,,,Head of Legal,,,,,https://www.linkedin.com/in/ciaran-boyle-6a4a2722/,,,,,,,,,,
P3453,Mwape Mwewa,First Quantum Minerals,,,Zambia,Zambia,,,,"Mine Geologist, Enterprise",,,,,https://www.linkedin.com/in/mwape-mwewa-6078aa71/,,,,,,,,,,
P3454,Calvin Companjen,Delft Circuits,,,Netherlands,Amsterdam,,,,CFO,,,,,https://www.linkedin.com/in/calvin-companjen-87873865/,,,,,,,,,,
P3455,Stuart Wragg,Quantum (Pty) Ltd,,,South Africa,City of Cape Town,,,,Executive Director,,,,,https://www.linkedin.com/in/stuart-wragg-b0ab9499/,,,,,,,,,,
P3456,Nadeem Taj,Quantum-h,,,United Kingdom,London,,,,Managing Director,,,,,https://www.linkedin.com/in/nadeemtaj/,,,,,,,,,,
P3457,John J Davis,"Quantum Solutions, Inc.",,,United States,St. Louis,,,,Sales Executive II,,,,,https://www.linkedin.com/in/john-j-davis-17051630/,,,,,,,,,,
P3458,Tobias Adler,Quantum Design Europe,,,Germany,Pfungstadt,,,,Product Manager,,,,,https://www.linkedin.com/in/adlerlot/,,,,,,,,,,
P3459,Stefanos Kourtis,Institut quantique - Université de Sherbrooke,,,Canada,Canada,,,,Assistant Professor,,,,,https://www.linkedin.com/in/stefanos-kourtis/,,,,,,,,,,
P3460,Joseph Bowles,Xanadu,,,Barcelona,Barcelona,,,,Quantum algorithms researcher,,,,,https://www.linkedin.com/in/joseph-bowles-83329a172/,,,,,,,,,,
P3461,Gloria Regalbuto Bentley,Quantum Health,,,Ohio Metropolitan Area,Columbus,,,,Learning & Development Consultant,,,,,https://www.linkedin.com/in/gloriabentley/,,,,,,,,,,
P3462,"Tim Murphy, M.S.PT, ATP",Pride Mobility Products Corporation,,,United States,Tulsa,,,,VP European Sales and Operations Pride Mobility and Quantum Rehab,,,,,https://www.linkedin.com/in/tim-murphy-m-s-pt-atp-0994aa72/,,,,,,,,,,
P3463,BHUMIDHAR BARMAN,Fraunhofer IOF,,,Germany,Jena,,,,Student Research Intern,,,,,https://www.linkedin.com/in/bhumi-lannister-251431203/,,,,,,,,,,
P3464,Pierre Schmied,Quantum Partners GmbH,,,Germany,Munich,,,,M&A Director,,,,,https://www.linkedin.com/in/pierre-schmied-463555120/,,,,,,,,,,
P3465,Lynette Smith,"Quantum Governance, L3C",,,United States,Bowie,,,,Chief Engagement Officer,,,,,https://www.linkedin.com/in/lynette-smith-7726a124/,,,,,,,,,,
P3466,Carlos Choque,Quantum Edge LLC,,,United States,Atlanta,,,,Founder & CEO │ Global Business Development & Revenue Architect,,,,,https://www.linkedin.com/in/carloschoquegonzales/,,,,,,,,,,
P3467,Poonam Verma,Quantum World Technologies Inc.,,,Canada,Toronto,,,,Technical Recruiter,,,,,https://www.linkedin.com/in/poonam-verma-a2534a19a/,,,,,,,,,,
P3468,Frank Lawlor,Quantum Professional Search,,,United States,Warrenville,,,,Sr. Recruiter,,,,,https://www.linkedin.com/in/frank-lawlor-0a38133/,,,,,,,,,,
P3469,Hannu Kauppinen,QMill,,,Finland,Helsinki,,,,CEO and Co-Founder,,,,,https://www.linkedin.com/in/hkauppinen/,,,,,,,,,,
P3470,Stan Byers,VIA,,,United States,Somerville,,,,Vice President of Business Development and Transformation,,,,,https://www.linkedin.com/in/stan-byers/,,,,,,,,,,
P3471,SV Karthika,Teamware Solutions,,,India,Hyderabad,,,,Human Resources Department,,,,,https://www.linkedin.com/in/sv-karthika-b9972318a/,,,,,,,,,,
P3472,Kapil Bansal,Zero mK India Private Limited,,,India,Delhi,,,,Managing Director,,,,,https://www.linkedin.com/in/kapil-bansal-6257a557/,,,,,,,,,,
P3473,Dr. Nasser HEFIANA,QUANTUM BRAND PROTECTION,,,Switzerland,Écublens,,,,CEO & co-Founder,,,,,https://www.linkedin.com/in/nasserhefiana/,,,,,,,,,,
P3474,Marjolein Ekkelboom,Executive Quant Technologies & Systems,,,Spain,Málaga,,,,Senior Advisor Governance Continuity & Internal Advisory,,,,,https://www.linkedin.com/in/marjoleinekkelboom/,,,,,,,,,,
P3475,JISHNUDEV P G,Keysight Technologies,,,India,Kottayam,,,,Quantum R&D software engineer,,,,,https://www.linkedin.com/in/jishnudev-p-g-587a501a4/,,,,,,,,,,
P3476,Maurizio Berti,Quantum Leap S.r.l. - a Be Group company,,,Italy,Cesena,,,,Partner,,,,,https://www.linkedin.com/in/maurizio-berti/,,,,,,,,,,
P3477,Jayden Castillo,Quantum Brilliance,,,Australia,Canberra,,,,Director of Strategy,,,,,https://www.linkedin.com/in/jayden-castillo/,,,,,,,,,,
P3478,José William Caetano Shuina,QUANTUM Participações,,,Brazil,Vitória Brasil,,,,Coordenador de Segurança do Trabalho,,,,,https://www.linkedin.com/in/josé-william-caetano-shuina-qsms-sgi-processos-bpm/,,,,,,,,,,
P3479,Roberto Bula - Mining Maintenance Management,First Quantum Minerals,,,Barranquilla Metropolitan Area,Barranquilla Metropolitan Area,,,,Maintenance Superintendent,,,,,https://www.linkedin.com/in/roberto-bula-mining-maintenance-management/,,,,,,,,,,
P3480,George Perevoznikov,Social Quantum,,,Serbia,Belgrade,,,,User acquisition manager,,,,,https://www.linkedin.com/in/george-perevoznikov-a271a6123/,,,,,,,,,,
P3481,Max Lin,CHELPIS QUANTUM CORP,,,Taiwan,Taipei City,,,,Sales and Business Development,,,,,https://www.linkedin.com/in/max-lin-8996b027/,,,,,,,,,,
P3482,Marion Le Masson,Quantinuum,,,United Kingdom,United Kingdom,,,,Senior Product Manager - Cybersecurity,,,,,https://www.linkedin.com/in/marion-le-masson-867b614a/,,,,,,,,,,
P3483,Max Kouwenhoven,Onnes Technologies,,,Netherlands,Leiden,,,,Chief Executive Officer,,,,,https://www.linkedin.com/in/max-kouwenhoven/,,,,,,,,,,
P3484,Jacquie Nemor,Jacquie Nemor,,,United States,United States,,,,Intuitive Holistic Healer,,,,,https://www.linkedin.com/in/jacquie-nemor-b55a971b1/,,,,,,,,,,
P3485,Mitchell Burney,Quantum Support Services Ltd.,,,Australia,Victoria,,,,General Manager- Youth and Housing Supports,,,,,https://www.linkedin.com/in/mitchell-burney-807660190/,,,,,,,,,,
P3486,Patrick Scully,Quantum Corridor,,,Canada,Canada,,,,Chief Product Officer,,,,,https://www.linkedin.com/in/dpatrickscully/,,,,,,,,,,
P3487,Steven Mazurek,Applied Quantum,,,United States,New York,,,,Director of Operations,,,,,https://www.linkedin.com/in/mazny/,,,,,,,,,,
P3488,Robert Leake,Quantum Systems,,,Switzerland,Lausanne,,,,Head of Commercial Sales,,,,,https://www.linkedin.com/in/robertleake/,,,,,,,,,,
P3489,Christopher Autry,Iothic Ltd.,,,United States,Washington,,,,CEO,,,,,https://www.linkedin.com/in/cpautry/,,,,,,,,,,
P3490,Kajol T.,Quantum QAI,,,India,Delhi,,,,Co-Founder,,,,,https://www.linkedin.com/in/seo-founder/,,,,,,,,,,
P3491,Maria Kollmann,IQM Quantum Computers,,,Finland,Helsinki,,,,HR Manager,,,,,https://www.linkedin.com/in/maria-kollmann-08129a2/,,,,,,,,,,
P3492,"Linda Yuan, CSPO, CPCU, ARe, CRIS",Quantum Specialty Group,,,United States,United States,,,,Vice President Of Business Development,,,,,https://www.linkedin.com/in/linda-yuan-cspo-cpcu-are-cris-94b24a15/,,,,,,,,,,
P3493,Mike Kilroy,HKA Marketing Communications,,,United States,Aliso Viejo,,,,Executive Vice President,,,,,https://www.linkedin.com/in/mkilroy/,,,,,,,,,,
P3494,Pravin Teli,Quantum CorpHealth,,,India,Mumbai,,,,Assistant Manager Business Development,,,,,https://www.linkedin.com/in/pravin-teli-6b348a124/,,,,,,,,,,
P3495,Tim Sherbak,Quantum,,,United States,Boston,,,,Enterprise Products Marketing,,,,,https://www.linkedin.com/in/timothyjsherbak/,,,,,,,,,,
P3496,Robert Wilson,ARYA Inc. - A Geospatial AI Communication Platform,,,United States,Koloa,,,,Chief Executive Officer,,,,,https://www.linkedin.com/in/robert-wilson808/,,,,,,,,,,
P3497,Christina C. C. Willis,Infleqtion,,,United States,Boulder,,,,Director of Government Affairs & Senior Optical Scientist,,,,,https://www.linkedin.com/in/christinaccwillis/,,,,,,,,,,
P3498,Furkan Eşref Y.,Qavis,,,Ankara,Fakülteler,,,,Quantum Software Engineer,,,,,https://www.linkedin.com/in/furkaneyazici/,,,,,,,,,,
P3499,Jeannette Bitz,Engage PR,,,United States,Pleasanton,,,,"Communication Strategist, CEO",,,,,https://www.linkedin.com/in/jbitzlinkedin/,,,,,,,,,,
P3500,Parikshit Chaudhary,MASIN,,,India,Gurgaon,,,,Principal Consultant,,,,,https://www.linkedin.com/in/parikshit-chaudhary-58a77a121/,,,,,,,,,,
P3501,Alex Demkov,La Luce Cristallina,,,United States,Austin,,,,Co-Founder and Chief Executive Officer,,,,,https://www.linkedin.com/in/alex-demkov-17bb376/,,,,,,,,,,
P3502,Michelle Ellen Joseph,The Quantumplators,,,India,Chennai,,,,Technical Team Member,,,,,https://www.linkedin.com/in/michelle-ellen-joseph-ab472028b/,,,,,,,,,,
P3503,Meenakshi Laxminarayanan,Qkrishi,,,India,Chennai,,,,Sales Staff,,,,,https://www.linkedin.com/in/meenakshi-laxminarayanan-a39b581b3/,,,,,,,,,,
P3504,Ross Roberts,Eclypses,,,United States,Ladera Ranch,,,,VP- Automotive,,,,,https://www.linkedin.com/in/ross-roberts-0a945a7/,,,,,,,,,,
P3505,Noelle Brooke Swanson,Quantum,,,United States,Los Angeles,,,,"Regional Sales Manager - Named and Global Accounts, Media and Entertainment focused",,,,,https://www.linkedin.com/in/enoelleswanson/,,,,,,,,,,
P3506,Vinay Sengarap,Quantum ProjectInfra Pvt. Ltd.,,,India,Mumbai,,,,General Manager,,,,,https://www.linkedin.com/in/vinay-sengarap-20577230/,,,,,,,,,,
P3507,Keren Ne'eman,ENQODE,,,Israel,Petah Tikva,,,,Fractional CPO (as a Service),,,,,https://www.linkedin.com/in/keren-neeman/,,,,,,,,,,
P3508,Louise Turner,Quantum Algorithms Institute,,,Canada,Surrey,,,,Chief Executive Officer,,,,,https://www.linkedin.com/in/louise-turner-81369314/,,,,,,,,,,
P3509,Jamie Milstein,Quantum Metric,,,United States,Denver,,,,Senior Product Manager,,,,,https://www.linkedin.com/in/jamie-milstein-293487130/,,,,,,,,,,
P3510,Chris Nute,Crypto4A Technologies,,,Canada,Canada,,,,"Director of Sales, Canada",,,,,https://www.linkedin.com/in/chris-nute/,,,,,,,,,,
P3511,Kelly Draxler,Quantum Metric,,,United States,Minneapolis,,,,"Senior Director, Account Management",,,,,https://www.linkedin.com/in/kellyeastwood/,,,,,,,,,,
P3512,Josh Burgess,Quantum Leap,,,United States,Grand Rapids,,,,Partner,,,,,https://www.linkedin.com/in/josh-burgess-92bb7748/,,,,,,,,,,
